id,name,page
150,Fish,Ambrosial_Amberjack.html
151,Items in Freshly-Picked Tingle's Rosy Rupeeland,Amethyst.html
152,amiibo,Amiibo.html
153,amiibo (Rune),Amiibo_(Rune).html
154,Ampilus,Ampilus.html
155,Ampilus Egg,Ampilus_Egg.html
156,Sliding Puzzle,Amusements_of_Nobility.html
157,Amy,Amy.html
158,An Ancient Text,An_Ancient_Text.html
159,An Ice Guy,An_Ice_Guy.html
160,Anche,Anche.html
161,Ship Parts,Anchor.html
162,Ship Parts,Ancient_Anchor.html
163,Ancient Arrow,Ancient_Arrow.html
164,Ancient Battle,Ancient_Battle.html
165,Weapons in Breath of the Wild,Ancient_Battle_Axe++.html
166,Weapons in Breath of the Wild,Ancient_Battle_Axe+.html
167,Weapons in Breath of the Wild,Ancient_Battle_Axe.html
168,Ancient Bladesaw,Ancient_Bladesaw.html
169,Ancient Bow,Ancient_Bow.html
170,Ship Parts,Ancient_Cannon.html
171,Ancient Castle of Ikana,Ancient_Castle_of_Ikana.html
172,Puzzle Key,Ancient_Circuit.html
173,Ancient Cistern,Ancient_Cistern.html
174,Items in Freshly-Picked Tingle's Rosy Rupeeland,Ancient_Coin.html
175,Ancient Core,Ancient_Core.html
176,Ancient Cuirass,Ancient_Cuirass.html
177,Battle Mode,Ancient_Earth.html
178,Material,Ancient_Fin.html
179,Ancient Fish,Ancient_Fish.html
180,Treasure,Ancient_Flower.html
181,Ancient Gear,Ancient_Gear.html
182,Treasure,Ancient_Gold_Piece.html
183,Ancient Greaves,Ancient_Greaves.html
184,Ancient Harbor,Ancient_Harbor.html
185,Ancient Helm,Ancient_Helm.html
186,Ancient Hero,Ancient_Hero.html
187,Ancient Hyrulean Number-Letter Code,Ancient_Hyrulean_Number-Letter_Code.html
188,Ancient Robot,Ancient_Robot.html
189,Ancient Ruins,Ancient_Ruins.html
190,Sage,Ancient_Sages.html
191,Ancient Screw,Ancient_Screw.html
192,Ancient Sea Chart,Ancient_Sea_Chart.html
193,Ancient Set,Ancient_Set.html
194,Material,Ancient_Shaft.html
195,Ancient Shield,Ancient_Shield.html
196,Weapons in Breath of the Wild,Ancient_Short_Sword.html
197,Ancient Shrine,Ancient_Shrine.html
198,Ancient Sky Book,Ancient_Sky_Book.html
199,Ancient Spear,Ancient_Spear.html
200,Spinner,Ancient_Spinner.html
201,Ancient Spring,Ancient_Spring.html
202,Ancient Statue,Ancient_Statue.html
203,BS The Legend of Zelda: Ancient Stone Tablets,Ancient_Stone_Tablets.html
204,Ancient Tablet,Ancient_Tablet.html
205,Ancient Tech Lab,Ancient_Tech_Lab.html
206,Ancient Tomb,Ancient_Tomb.html
207,Essences of Time,Ancient_Wood.html
208,Aneru,Aneru.html
209,Angler's Tunnel,Angler's_Tunnel.html
210,Angler,Angler.html
211,Angler Fish,Angler_Fish.html
212,Angler Fish,Angler_Fry.html
213,Angler Key,Angler_Key.html
214,Angular Isles,Angular_Isles.html
215,Animals,Animal.html
216,Animal Village,Animal_Village.html
217,Animals,Animals.html
218,Animation Magic,Animation_Magic.html
219,Anjean,Anjean.html
220,Granny,Anju's_Grandmother.html
221,Anju's Mother,Anju's_Mother.html
222,Anju,Anju.html
223,Anju and Kafei's Wedding,Anju_and_Kafei's_Wedding.html
224,Tingle Brothers,Ankle.html
225,Anouki,Anouki.html
226,Anouki Estates,Anouki_Estates.html
227,Anouki General Store,Anouki_General_Store.html
228,Anouki General Store,Anouki_General_Store_Owner.html
229,Anouki Village,Anouki_Village.html
230,Ant,Ant.html
231,Ant (Enemy),Ant_(Enemy).html
232,Bubble,Anti-Faeries.html
233,Bubble,Anti-Fairies.html
234,Bubble,Anti-Fairy.html
235,Anti-Kirby,Anti-Kirby.html
236,Demise's Sword,Anti-Master_Sword.html
237,Material,Antique_Coin.html
238,Antlion,Antlion.html
239,Anton,Anton.html
240,Anubis,Anubis.html
241,Anutu,Anutu.html
242,Speedrun/Glossary,Any%.html
243,Eiji Aonuma,Aonuma.html
244,Apothecary,Apothecary.html
245,Apple,Apple.html
246,Applean Forest,Applean_Forest.html
247,Appraiser,Appraiser.html
248,Pirogusu,Aqua_Beetle.html
249,Material,Aqua_Crown.html
250,Items in Freshly-Picked Tingle's Rosy Rupeeland,Aqua_Rupee.html
251,Aquamentus,Aquamentus.html
252,Pure Metal,Aquanine.html
253,Aracha,Aracha.html
254,Arbiter's Grounds,Arbiter's_Grounds.html
255,Arbiter's Grounds (Breath of the Wild),Arbiter's_Grounds_(Breath_of_the_Wild).html
256,Arbiter's Grounds (Twilight Princess),Arbiter's_Grounds_(Twilight_Princess).html
257,Arch Handrail,Arch_Handrail.html
258,Bow Soldier,Archer.html
259,Archive:Timeline Theories/2D Adult Community Theories,Archive_Timeline_Theories%2F2D_Adult_Community_Theories.html
260,Archive:Timeline Theories/2D Child Community Theories,Archive_Timeline_Theories%2F2D_Child_Community_Theories.html
261,Archive:Timeline Theories/2D Split Community Theories,Archive_Timeline_Theories%2F2D_Split_Community_Theories.html
262,Archive:Timeline Theories/Deku Tree's Success,Archive_Timeline_Theories%2FDeku_Tree's_Success.html
263,Archive:Timeline Theories/Other Community Theories,Archive_Timeline_Theories%2FOther_Community_Theories.html
264,Archive:Timeline Theories/Split Timeline Disciplines,Archive_Timeline_Theories%2FSplit_Timeline_Disciplines.html
265,Archive:Timeline Theories,Archive_Timeline_Theories.html
266,Ardin,Ardin.html
267,Material,Argorok's_Embers.html
268,Material,Argorok's_Stone.html
269,Argorok,Argorok.html
270,Arizona,Arizona.html
271,Arkadai,Arkadai.html
272,Arm-Mimic,Arm-Mimic.html
273,Arm-Mimic,Arm_Mimic.html
274,Armogohma,Armogohma.html
275,Armor,Armor.html
276,Magic Ring,Armor_Ring_L-3.html
277,Magic Ring,Armor_Ring_Level_3.html
278,Armor Seed,Armor_Seed.html
279,Material,Armoranth.html
280,Material,Armored_Carp.html
281,Material,Armored_Porgy.html
282,Armored Train,Armored_Train.html
283,Armourer,Armorer.html
284,Armos,Armos.html
285,Armos Knight,Armos_Knight.html
286,Armos Knight,Armos_Knights.html
287,Armos,Armos_Series.html
288,Material,Armos_Spirit.html
289,Armos,Armos_Statue.html
290,Armos,Armos_Statues.html
291,Unused Content,Armos_Titan.html
292,Armos Warrior,Armos_Warrior.html
293,Armourer,Armourer.html
294,Arn,Arn.html
295,Ingredient,Aroma_Toadstool.html
296,Aroo,Aroo.html
297,Arpagos,Arpagos.html
298,Trading Items in Zelda: The Wand of Gamelon,Arpagos_Egg.html
299,Trading Items in Zelda: The Wand of Gamelon,Arpagos_Feather.html
300,Arrgi,Arrghi.html
301,Arrghus,Arrghus.html
302,Arrgi,Arrgi.html
303,Arrow,Arrow.html
304,Arrow Orb,Arrow_Orb.html
305,Arrow Shooter,Arrow_Shooter.html
306,Arrow Specialty Shop,Arrow_Specialty_Shop.html
307,Arrow,Arrows.html
308,The Legend of Zelda: Art & Artifacts,Art_&_Artifacts.html
309,Artistic Cannon,Artistic_Cannon.html
310,Aru Ainu,Aru_Ainu.html
311,Aruroda,Aruroda.html
312,Arwing,Arwing.html
313,Aryll,Aryll.html
314,Ashai,Ashai.html
315,Ashe,Ashe.html
316,Ashei's Sketch,Ashei's_Sketch.html
317,Ashei,Ashei.html
318,The Legend of Zelda (Valiant Comics)/Issue 6,Assault.html
319,Badge,Assist_Badge.html
320,Astral Observatory,Astral_Observatory.html
321,Astrid,Astrid.html
322,Asuka Ota,Asuka_Ota.html
323,Ataru Cagiva,Ataru_Cagiva.html
324,Badge,Attack_Badge.html
325,Auction,Auction.html
326,House of Wealth,Auction_House.html
327,Material,Aurora_Stone.html
328,Auros Ruins,Auros_Ruins.html
329,Auru's Memo,Auru's_Memo.html
330,Auru,Auru.html
331,Autojump,Autojump.html
332,Seasons,Autumn.html
333,Aveil,Aveil.html
334,Average Middle-Aged Man,Average_Middle-Aged_Man.html
335,Aviana,Aviana.html
336,Bell,Awakening_Bell.html
337,Bell,Awakening_Bell_+.html
338,Oinker,Axe_Oinker.html
339,Axyl,Axyl.html
340,Aya,Aya.html
341,Aypo,Aypo.html
342,Pure Metal,Azurine.html
343,Azusa,Azusa.html
344,Player,BS-X_Avatar.html
345,Satellaview,BS-X_Broadcasting_System.html
346,BS The Legend of Zelda,BS_The_Legend_of_Zelda.html
347,BS The Legend of Zelda: Ancient Stone Tablets/Credits,BS_The_Legend_of_Zelda__Ancient_Stone_Tablets%2FCredits.html
348,BS The Legend of Zelda: Ancient Stone Tablets,BS_The_Legend_of_Zelda__Ancient_Stone_Tablets.html
349,BS The Legend of Zelda: Ancient Stone Tablets,BS_The_Legend_of_Zelda__Inishie_no_Sekiban.html
350,BS The Legend of Zelda: Ancient Stone Tablets,BS_The_Legend_of_Zelda__The_Ancient_Stone_Tablets.html
351,The Legend of Zelda: A Link to the Past,BS_The_Legend_of_Zelda__Triforce_of_the_Gods.html
352,BS Zelda,BS_Zelda.html
353,BS The Legend of Zelda: Ancient Stone Tablets,BS_Zelda__Kodai_no_Sekiban.html
354,BS The Legend of Zelda,BS_Zelda_no_Densetsu.html
355,Controller Buttons,B_Button.html
356,Baba,Baba.html
357,Baba Bud,Baba_Bud.html
358,Baba Bud,Baba_Buds.html
359,Baba Serpent,Baba_Serpent.html
360,Babusu,Babasu.html
361,Babi,Babi.html
362,Monkey,Baboon.html
363,Babusu,Babusu.html
364,Items in Freshly-Picked Tingle's Rosy Rupeeland,Baby_Coral.html
365,Baby Dodongo,Baby_Dodongo.html
366,Baby Gohma,Baby_Gohma.html
367,Transformation,Baby_Link.html
368,Ingredient,Baby_Shark.html
369,Hyrule Castle Town,Back_Alley.html
370,Hidden Skill,Back_Slice.html
371,Bad Bat,Bad_Bat.html
372,Rupeeland,Bad_Uncle_Rupee's_Ashen_Rupeeland.html
373,Badge,Badge.html
374,Badge Market,Badge_Market.html
375,Bag Guy,Bag_Guy.html
376,Rupee,Bag_of_Rupees.html
377,Baga Tree,Baga_Tree.html
378,Bago-Bago,Bago-Bago.html
379,Bago-Bago,Bago_Bago.html
380,Bagu,Bagu.html
381,Bait,Bait.html
382,Bait Bag,Bait_Bag.html
383,Baito,Baito.html
384,Baked Apple,Baked_Apple.html
385,Ball,Ball.html
386,Ball and Chain Soldier,Ball_&_Chain_Soldier.html
387,Ball and Chain Soldier,Ball_&_Chain_Trooper.html
388,Ball and Chain,Ball_and_Chain.html
389,Ball and Chain Soldier,Ball_and_Chain_Soldier.html
390,Ball and Chain Soldier,Ball_and_Chain_Trooper.html
391,Ballad of Gales,Ballad_of_Gales.html
392,Ballad of Gales,Ballad_of_the_Gales.html
393,Ballad of the Goddess,Ballad_of_the_Goddess.html
394,Ballad of the Wind Fish,Ballad_of_the_Wind_Fish.html
395,Balloon,Balloon.html
396,Balloon (Disambiguation),Balloon_(Disambiguation).html
397,Bamboo Island,Bamboo_Island.html
398,Ingredient,Bamboozle_Grass.html
399,Bana Bana,Bana_Bana.html
400,Bananas,Banana.html
401,Bananas,Bananas.html
402,Band Rehearsal,Band_Rehearsal.html
403,Wooden Shield,Banded_Shield.html
404,Den of Trials,Baneful_Zone.html
405,Banji,Banji.html
406,Banker,Banker.html
407,Bannan Island,Bannan_Island.html
408,Banzai Otter,Banzai_Otter.html
409,Bar,Bar.html
410,Vendoss,Barachno_Marsh.html
411,Barba,Barba.html
412,Barbarian Armor,Barbarian_Armor.html
413,Barbarian Helm,Barbarian_Helm.html
414,Barbarian Leg Wraps,Barbarian_Leg_Wraps.html
415,Zelda Barcode Battler,Barcode_Battler_II.html
416,Bard,Bard.html
417,Bareeda Naag,Bareeda_Naag.html
418,Bareeda Naag Shrine,Bareeda_Naag_Shrine.html
419,Bargoh,Bargoh.html
420,Bari,Bari.html
421,Barinade,Barinade.html
422,Mama's Cafe,Baris.html
423,Barkle,Barkle.html
424,Barnes,Barnes.html
425,Barnes Bomb Shop,Barnes_Bomb_Shop.html
426,Baron,Baron.html
427,Barrel,Barrel.html
428,Ship Parts,Barrel_Shack.html
429,Barrel Shoot,Barrel_Shoot.html
430,Barrier,Barrier.html
431,Barta,Barta.html
432,Basement Shop,Basement_Shop.html
433,Fish,Bashful_Angler.html
434,Basht and Bisht,Basht.html
435,Basht and Bisht,Basht_and_Bisht.html
436,Basket,Basket.html
437,Baton,Baton.html
438,Batrea Lake,Batrea_Lake.html
439,Batreaux,Batreaux.html
440,Battle Axe,Battle_Axe.html
441,Battle Bat,Battle_Bat.html
442,Challenge Mode,Battle_Challenge.html
443,Battle Formations,Battle_Formations.html
444,Battle Mode,Battle_Mode.html
445,Battle Wheel,Battle_Wheel.html
446,Battle of the Triforce,Battle_of_the_Triforce.html
447,Bawb,Bawb.html
448,Bayge,Bayge.html
449,Bazaar,Bazaar.html
450,Bazaar (Hyrule Warriors),Bazaar_(Hyrule_Warriors).html
451,Bazaar (Ocarina of Time),Bazaar_(Ocarina_of_Time).html
452,Bazaar (Skyward Sword),Bazaar_(Skyward_Sword).html
453,Swamp Tourist Center Guide,Bazaar_Owner.html
454,Bazaar (Skyward Sword),Bazaar_Peddler_Association.html
455,Beacon,Beacon.html
456,Light Beam,Beam_of_Light.html
457,Beamos,Beamos.html
458,Bean,Bean.html
459,Bean Seller,Bean_Seller.html
460,Beanstalk,Beanstalk.html
461,Bear,Bear.html
462,Outfit,Bear_Minimum.html
463,Outfit,Bear_Minimum_Digs.html
464,Bearded Baron,Bearded_Baron.html
465,Ganon,Beast_Ganon.html
466,Ganon,Beast_ganon-2.html
467,Material,Beastie_Patch.html
468,Beaver Brothers,Beaver_Brothers.html
469,Beaver Falls Race,Beaver_Falls_Race.html
470,Zelda Wiki:Becoming a Part of Zelda Wiki,Becoming_a_Part_of_Zelda_Wiki.html
471,Big Key,Bedroom_Key.html
472,Bee,Bee.html
473,Bee (Disambiguation),Bee_(Disambiguation).html
474,Bee Badge,Bee_Badge.html
475,Bee Guy,Bee_Guy.html
476,Bait,Bee_Larva.html
477,Treasure,Bee_Larvae.html
478,Beedle's Airshop,Beedle's_Air_Shop.html
479,Beedle's Airshop,Beedle's_Airshop.html
480,Special Chart,Beedle's_Chart.html
481,Horned Colossus Beetle,Beedle's_Insect_Cage.html
482,Beedle's Island,Beedle's_Island.html
483,Beedle's Membership Cards,Beedle's_Membership_Cards.html
484,Beedle's Shop,Beedle's_Shop.html
485,Beedle's Shop Ship,Beedle's_Shop_Ship.html
486,Beedle,Beedle.html
487,Bee,Beehive.html
488,Beekeeper's Hut,Beekeeper's_Hut.html
489,Bee,Bees.html
490,Beetle,Beetle.html
491,Beetle (Enemy),Beetle_(Enemy).html
492,Beetle (Item),Beetle_(Item).html
493,Badge,Beetle_I.html
494,Badge,Beetle_II.html
495,Ultra Death Bug,Beetle_King.html
496,Banker,Beggar.html
497,Belari,Belari.html
498,Bell,Bell.html
499,Bell Anchor,Bell_Anchor.html
500,Bell Prow,Bell_Prow.html
501,Bella,Bella.html
502,Bellum,Bellum.html
503,Bellum,Bellumbeck.html
504,Beneath the Graveyard,Beneath_the_Graveyard.html
505,Beneath the Well,Beneath_the_Well.html
506,Benja,Benja.html
507,Benny,Benny.html
508,Bellum,Beramuu.html
509,Essences of Time,Bereft_Peak.html
510,Joanna and Potova,Berry.html
511,Bertie,Bertie.html
512,Bertri,Bertri.html
513,Unused Content,Beta_Content.html
514,Unused Content,Beta_Forest.html
515,Beth,Beth.html
516,Beth (Poe),Beth_(Poe).html
517,Beth (Poe),Beth_Poe.html
518,Big Bad Max,Big_Bad_Max.html
519,Big Bag,Big_Bag.html
520,Big Bang Game,Big_Bang_Game.html
521,Big Blin,Big_Blin.html
522,Material,Big_Blin_Club.html
523,Material,Big_Blin_Hide.html
524,Big Chuchu,Big_Blue_Chuchu.html
525,Big Bomb,Big_Bomb.html
526,Bomb Bag,Big_Bomb_Bag.html
527,Big Bomb Flower,Big_Bomb_Flower.html
528,Outfit,Big_Bomb_Outfit.html
529,Boss Bot,Big_Bot.html
530,Net,Big_Bug_Net.html
531,Decorations,Big_Catch_Flag.html
532,Lure,Big_Catch_Lure.html
533,Treasure Chest,Big_Chest.html
534,Big Chuchu,Big_Chuchu.html
535,Big Dark Stalfos,Big_Dark_Stalfos.html
536,Deku Seed Bullet Bag,Big_Deku_Seed_Bullet_Bag.html
537,Big Dodongo,Big_Dodongo.html
538,Rupee,Big_Gold_Rupee.html
539,Big Green Chuchu,Big_Green_Chuchu.html
540,Big Hearty Radish,Big_Hearty_Radish.html
541,Big Hearty Truffle,Big_Hearty_Truffle.html
542,Big Key,Big_Key.html
543,Big Liar,Big_Liar.html
544,Manhandla,Big_Manhandla.html
545,Big Moblin,Big_Moblin.html
546,Moldorm (Boss),Big_Moldorm.html
547,Big Octo,Big_Octo.html
548,Big Octo,Big_Octo_(Great_Sea).html
549,Big Octo,Big_Octo_(Mini-Boss).html
550,Big Octorok,Big_Octorok.html
551,Big Octo,Big_Octos.html
552,Pengator,Big_Pengator.html
553,Battle Mode,Big_Plays.html
554,Material,Big_Poe's_Lantern.html
555,Big Poe,Big_Poe.html
556,Big Poe (Boss),Big_Poe_(Boss).html
557,Material,Big_Poe_Necklace.html
558,Poe Soul,Big_Poe_Soul.html
559,Quiver,Big_Quiver.html
560,Decorations,Big_Sale_Flag.html
561,Skulltula,Big_Skulltula.html
562,Spin Attack,Big_Spin_Attack.html
563,Switch,Big_Switch.html
564,Big Twin Bridge,Big_Twin_Bridge.html
565,Wallet,Big_Wallet.html
566,Bomb Bag,Biggest_Bomb_Bag.html
567,Deku Seed Bullet Bag,Biggest_Deku_Seed_Bullet_Bag.html
568,Quiver,Biggest_Quiver.html
569,Giant Blade,Biggoron's_Knife.html
570,Giant Blade,Biggoron's_Sunblade.html
571,Biggoron's Sword,Biggoron's_Sword.html
572,Giant Blade,Biggoron's_Sword_+.html
573,Biggoron,Biggoron.html
574,Linked Game/Secrets,Biggoron_Secret.html
575,Biggoron's Sword,Biggoron_Sword.html
576,Bilocyte,Bilocyte.html
577,Happy Hearth Inn,Bindle.html
578,Bipin's & Blossom's House,Bipin's_&_Blossom's_House.html
579,Bipin,Bipin.html
580,Bipsom,Bipsom.html
581,Bird's Peak Rock,Bird's_Peak_Rock.html
582,Bird-Man Contest,Bird-Man_Contest.html
583,Bird-Masked Man,Bird-Masked_Man.html
584,Bird,Bird.html
585,Bird Egg,Bird_Egg.html
586,Treasure,Bird_Feather.html
587,Bird Key,Bird_Key.html
588,Bird Lover,Bird_Lover.html
589,Bird Statue,Bird_Statue.html
590,Bird Statuette,Bird_Statuette.html
591,Biri,Biri.html
592,Birida Lookout,Birida_Lookout.html
593,Basht and Bisht,Bisht.html
594,Basht and Bisht,Bisht_and_Basht.html
595,Bit,Bit.html
596,Ingredient,Bitter_Newt.html
597,Blaaz,Blaaz.html
598,Items in Freshly-Picked Tingle's Rosy Rupeeland,Black_Ball.html
599,Boe,Black_Boe.html
600,Black Bokoblin,Black_Bokoblin.html
601,Dye,Black_Dye.html
602,Underworld,Black_Falls.html
603,Hinox,Black_Hinox.html
604,Black Knight,Black_Knight.html
605,Black Lizalfos,Black_Lizalfos.html
606,Black Moblin,Black_Moblin.html
607,Black Orb,Black_Orb.html
608,Black Tower,Black_Tower.html
609,Black Tower,Black_Tower_Turret.html
610,Blacksmith's Daughter,Blacksmith's_Daughter.html
611,Blacksmith's Forge,Blacksmith's_Forge.html
612,Dwarven Swordsmiths,Blacksmith's_Shop.html
613,Blacksmith's Wife,Blacksmith's_Wife.html
614,Blacksmith,Blacksmith.html
615,Blacksmith (A Link Between Worlds),Blacksmith_(A_Link_Between_Worlds).html
616,Blacksmith (The Faces of Evil),Blacksmith_(The_Faces_of_Evil).html
617,Blacksmith (Zelda's Adventure),Blacksmith_(Zelda's_Adventure).html
618,Blade Brothers,Blade_Brothers.html
619,Blade Trap,Blade_Trap.html
620,Material,Bladed_Rhino_Beetle.html
621,Blades of the Yiga,Blades_of_the_Yiga.html
622,Bladon,Bladon.html
623,Blaino,Blaino.html
624,Blast Bloom,Blast_Bloom.html
625,Blast Mask,Blast_Mask.html
626,Magic Ring,Blast_Ring.html
627,Blastworm,Blastworm.html
628,Blazing Bat,Blazing_Bat.html
629,Items in Freshly-Picked Tingle's Rosy Rupeeland,Blazing_Cube.html
630,Items in Freshly-Picked Tingle's Rosy Rupeeland,Blazing_Herb.html
631,Items in Freshly-Picked Tingle's Rosy Rupeeland,Blazing_Orb.html
632,Blazing Trail,Blazing_Trail.html
